daysOfTraining,refToMaterials,averageScore,numOfIntermediateClasses,final_result_-1_0_1
45,78,91.7811281,4,-1
31,69,77.58302459,3,-1
35,70,58.55950824,3,-1
40,53,80.74791482,4,-1
21,26,63.80826089,0,1
15,41,42.21285177,2,1
19,25,34.7023652,0,1
8,23,4.295822013,0,1
30,31,45.13014002,1,1
26,31,50.13258886,1,1
44,25,58.28439883,0,0
25,52,82.36948985,3,-1
40,76,73.76520918,5,-1
18,25,45.09902346,1,1
9,17,57.68489919,2,1
34,80,97.73005172,5,-1
20,24,50.51008014,0,1
43,47,69.19719952,4,-1
44,53,81.23739966,4,-1
19,33,48.1978544,1,1
17,32,30.39935805,1,1
30,66,73.97114271,3,-1
3,39,24.71804247,2,1
13,29,44.88217263,0,1
10,43,50.14791374,2,1
45,42,70.95137528,3,-1
38,71,62.97312538,5,-1
35,63,80.07823061,3,-1
30,22,35.87936247,0,1
29,76,67.22815911,3,-1
32,61,88.86854015,3,-1
23,28,30.80508584,2,1
44,71,67.68270775,5,-1
47,75,76.99443443,5,-1
18,39,51.90684927,1,1
41,58,67.59532658,4,-1
46,82,86.68211569,3,-1
16,21,40.33409486,0,1
57,52,78.60645161,4,-1
29,15,55.68330257,0,1
61,59,76.72237944,3,-1
45,82,81.44250681,4,-1
24,41,98.56629244,4,-1
27,78,78.99796949,4,-1
9,21,33.53254819,2,1
11,39,70.41306436,1,1
42,72,88.12090454,5,-1
4,39,9.515035422,2,1
42,70,76.10055687,3,-1
46,78,71.81343953,5,-1
28,71,71.55475878,3,-1
32,75,65.0672875,4,-1
35,68,76.03047792,5,-1
47,55,70.48318372,5,-1
62,94,56.57081511,5,-1
24,10,14.73174526,0,1
41,78,76.13999877,4,-1
19,26,46.46566722,2,1
24,39,38.56148604,1,1
32,50,59.7818753,4,-1
7,25,10.46591146,2,1
45,63,77.63556015,5,-1
43,60,68.47171303,3,-1
37,20,45.41337247,0,1
14,22,33.51205351,1,1
40,66,71.62061471,5,-1
24,22,37.15775314,0,1
42,54,74.02103424,5,-1
11,26,32.22814873,2,1
38,52,63.60485853,4,-1
15,22,53.40416764,0,1
46,61,56.60941448,3,-1
44,59,68.60792229,4,-1
24,7,28.29160884,2,1
56,59,60.57801816,4,-1
37,61,67.71593071,5,-1
39,33,69.90860444,5,-1
29,38,25.8347626,0,1
15,39,36.80514121,0,1
28,59,96.02917727,4,-1
24,16,39.83553125,0,1
45,58,83.82586,5,-1
46,45,76.31934388,5,-1
17,40,50.16336856,0,1
5,42,32.62672099,2,1
7,25,56.67867504,0,1
22,32,62.30418558,2,1
42,46,59.31417917,3,-1
39,72,63.63742929,3,-1
39,64,65.86656341,4,-1
13,41,85.05230426,3,-1
11,24,38.90699858,2,1
33,53,70.89480484,4,-1
22,29,53.19449858,1,1
11,27,40.7679382,2,1
25,49,35.88433106,1,1
15,17,42.51321827,1,1
37,74,82.84242414,4,-1
41,56,82.83143176,3,-1
39,84,72.18171173,4,-1
28,42,63.11017639,2,1
13,27,28.71009408,0,1
22,24,42.39727706,2,1
51,56,86.30819652,4,-1
33,32,51.62266959,1,1
28,41,55.3693509,2,1
23,62,60.67042586,4,-1
13,38,66.38760041,2,1
35,59,79.15372527,4,-1
34,41,81.5264409,0,1
28,66,88.74076541,4,-1
49,38,67.50536185,5,-1
15,19,48.90661395,0,1
19,33,77.10717474,4,-1
43,72,100,4,-1
73,53,91.4357166,4,-1
40,54,80.33522066,3,-1
29,31,69.67323764,0,1
26,17,27.04193146,1,1
16,18,68.80039187,0,1
13,41,9.525437837,1,1
15,18,55.28407083,2,1
36,42,76.93120377,5,-1
10,42,42.81081453,0,1
41,36,81.62041771,4,-1
20,57,69.98891688,4,-1
11,41,45.73043547,1,1
32,71,79.65214307,3,-1
24,35,49.50281646,1,1
36,95,74.39616608,5,-1
20,22,43.88096856,2,1
9,19,34.64873317,2,1
17,19,47.3479021,2,1
28,72,63.7580528,3,-1
38,45,83.15399769,5,-1
54,66,69.29525099,5,-1
21,25,5.584800776,1,1
29,70,75.449433,5,-1
63,79,77.94617622,5,-1
26,69,76.12882231,4,-1
20,13,28.09807619,2,1
8,30,57.29503437,2,1
28,20,40.61789417,1,1
19,9,13.63492742,0,1
35,19,41.52940657,2,1
37,21,50.18600838,0,1
14,20,76.04251819,2,1
31,33,53.07536189,2,1
0,40,60.55702022,1,1
12,43,23.87234685,0,1
48,59,65.91145269,5,-1
11,39,30.48837064,0,1
25,23,40.49057439,2,1
17,21,49.13330328,1,1
30,57,52.64860066,4,-1
10,42,62.18735299,1,1
47,62,77.99355932,5,-1
22,49,49.54306186,0,1
25,12,36.58857991,0,1
28,40,67.35649163,2,1
32,83,72.07064165,4,-1
37,33,34.69013469,0,1
38,55,69.66167951,3,-1
44,59,92.53332767,5,-1
12,36,34.33640651,2,1
52,68,95.49130916,3,-1
41,72,74.4430184,4,-1
58,58,62.72558702,3,-1
21,32,35.96897933,0,1
40,38,52.64536257,5,-1
44,75,70.73537791,5,-1
22,40,36.36338351,2,1
65,37,72.94433087,4,-1
18,23,37.56211293,2,1
38,48,73.92499659,5,-1
16,29,20.43787912,1,1
31,85,61.68032918,4,-1
28,31,55.27487994,1,1
28,27,46.05098653,1,1
39,47,84.58868672,3,-1
43,68,94.76963898,3,-1
9,3,31.82644511,0,1
54,44,81.39553983,3,-1
11,26,34.15374598,0,1
39,65,81.62976365,5,-1
19,35,36.20271449,0,1
14,48,41.43977258,1,1
57,36,89.35387928,4,-1
12,12,63.4900297,0,1
18,33,61.77419439,1,1
39,74,79.68956095,3,-1
23,41,68.45943241,2,1
29,59,76.82631394,5,-1
29,70,66.3907626,5,-1
50,67,94.06514154,5,-1
28,25,26.69731653,0,1
37,52,81.94233947,3,-1
47,74,83.19493637,4,-1
53,78,84.06901816,4,-1
28,70,71.51560616,3,-1
15,31,61.07945667,1,1
16,37,45.27311694,2,1
33,52,51.0861394,3,-1
37,73,78.20941174,5,-1
48,70,59.9241935,5,-1
39,45,59.69768103,5,-1
25,26,30.21701257,1,1
25,30,23.12478799,2,1
52,29,77.96723847,3,-1
36,42,75.36692379,5,-1
39,60,76.33567441,5,-1
17,33,17.36189985,0,1
40,58,79.12606849,3,-1
36,69,65.63444452,3,-1
24,42,56.03775254,1,1
13,25,51.34651581,0,1
24,33,47.3572222,0,1
54,66,85.36708601,3,-1
26,30,35.22667757,1,1
39,24,76.36846949,3,-1
17,29,33.75960123,0,1
29,63,64.57029623,4,-1
36,30,87.31070514,5,-1
14,41,72.40670278,1,1
48,71,82.02537662,5,-1
43,69,74.00870808,4,-1
31,33,35.34051745,1,1
15,36,54.08037182,2,1
25,31,85.50043457,0,1
25,46,22.75637954,0,1
16,27,31.02229443,2,1
20,12,68.56562899,0,1
20,39,29.59008206,1,1
21,27,30.41281232,0,1
31,79,76.93031968,5,-1
30,30,39.33141423,0,1
37,91,78.3343819,3,-1
25,70,77.44604526,3,-1
27,16,27.54259725,2,1
18,27,32.95090049,1,1
26,38,48.13297643,1,1
13,38,33.25265405,2,1
24,30,74.06597112,4,-1
18,40,50.7088695,0,1
24,26,51.01519678,2,1
18,14,44.02221026,0,1
24,4,54.66331025,1,1
17,32,53.37986017,2,1
49,58,82.80402579,3,-1
24,14,39.69280755,0,1
35,15,19.45588357,1,1
34,54,73.26275474,5,-1
49,61,87.16633158,3,-1
14,45,46.03585874,0,1
29,32,45.23892988,0,1
19,36,50.18313885,2,1
10,6,23.96635944,0,1
51,70,74.95859121,5,-1
34,52,44.39115701,4,-1
43,84,92.91123767,4,-1
31,30,64.83097206,3,-1
25,22,63.06143406,1,1
11,21,37.04333779,0,1
23,21,51.19850805,1,1
47,96,72.7598641,3,-1
55,83,80.17175271,3,-1
25,56,70.4651829,5,-1
31,29,27.31743632,0,1
23,26,46.09422985,2,1
8,32,72.50793973,1,1
40,62,77.27426856,5,-1
19,36,51.03904923,0,1
18,39,61.09543782,1,1
23,23,51.45714884,0,1
33,61,73.98388174,5,-1
16,36,51.78725191,0,1
12,43,18.72705074,1,1
40,57,75.48698235,3,-1
19,47,38.33359083,1,1
30,21,79.57141045,1,1
27,64,73.0251026,5,-1
30,60,68.25644807,4,-1
15,29,44.70351196,1,1
21,17,42.6072134,1,1
39,49,85.50764216,4,-1
39,105,79.64890341,5,-1
16,17,42.37764587,2,1
16,14,38.38838298,2,1
39,46,93.76603317,5,-1
18,30,41.33420374,2,1
10,38,27.14935688,0,1
32,60,75.59556505,3,-1
24,29,64.77398072,1,1
24,55,92.7623513,3,-1
27,26,30.7068035,1,1
24,14,42.49343941,2,1
6,17,46.45934928,2,1
29,32,68.10544571,2,1
50,51,64.5973471,3,-1
22,53,28.63062901,1,1
1,21,48.70636983,0,1
18,19,54.6579182,1,1
50,56,68.41391105,5,-1
32,23,28.84232119,1,1
21,9,71.72350982,5,-1
9,28,52.17060127,0,1
11,35,58.14154096,0,1
37,63,65.60424513,5,-1
25,41,39.34635782,0,1
45,78,70.8557889,3,-1
35,70,58.89369921,5,-1
33,26,59.10340569,1,1
38,78,67.18972096,5,-1
33,60,75.75431401,3,-1
26,64,75.13889611,5,-1
31,57,80.30513209,3,-1
15,18,46.50821192,0,1
43,49,58.86489986,5,-1
19,49,10.17682386,1,1
29,41,34.68766133,2,1
22,40,60.53987614,1,1
42,43,81.33802758,3,-1
23,25,54.42872005,1,1
18,60,43.04918918,0,1
15,30,57.22277065,1,1
17,62,73.45061672,5,-1
7,38,50.0797609,1,1
23,21,33.7586603,2,1
55,68,84.32311415,5,-1
5,20,43.21836633,2,1
29,38,55.94706801,2,1
32,26,27.50202774,0,1
56,57,71.46126382,5,-1
43,51,88.08643451,4,-1
5,44,36.63569622,2,1
12,26,52.11815445,0,1
34,46,67.4808237,5,-1
19,21,55.08957607,2,1
29,27,51.05595816,2,1
23,52,46.52907366,0,1
26,17,40.73940588,0,1
45,53,78.65127116,3,-1
14,14,58.03539251,2,1
15,21,50.77898549,0,1
38,75,71.58882364,4,-1
61,64,73.60109295,4,-1
36,7,79.09329119,5,-1
37,47,81.84301106,5,-1
41,66,63.1129564,3,-1
27,27,33.16738792,1,1
14,24,56.9848876,0,1
27,53,76.00893015,4,-1
35,33,37.65635745,2,1
19,28,19.57952965,2,1
21,36,61.95618786,1,1
4,27,47.48799428,0,1
22,23,68.32246911,1,1
47,74,100,5,-1
28,24,61.72220371,0,1
41,58,68.40536377,5,-1
40,32,52.48133423,5,-1
30,21,42.56208811,2,1
14,27,5.722726602,0,1
47,84,77.54835283,4,-1
18,17,37.07018299,2,1
8,24,31.17284509,1,1
18,30,55.05072303,2,1
46,57,67.73957779,5,-1
34,101,83.88268227,4,-1
22,60,71.69997368,5,-1
28,75,66.66430928,5,-1
36,69,77.91797727,3,-1
45,15,37.36398102,0,1
31,58,61.70059003,4,-1
15,35,45.95046407,1,1
23,20,37.69337387,0,1
44,61,59.88995964,3,-1
33,21,35.33596698,2,1
23,39,41.33368987,0,1
23,38,48.94971669,0,1
17,66,78.52323219,5,-1
22,24,50.95302966,1,1
37,87,73.4068613,5,-1
44,74,82.35144105,4,-1
41,76,59.39118153,5,-1
57,79,78.51052008,5,-1
41,66,71.23969008,5,-1
30,42,69.10821718,2,1
36,63,69.53161786,4,-1
24,39,55.86461534,1,1
18,22,42.73743367,2,1
32,30,73.56183223,3,-1
29,23,48.38187746,1,1
45,59,76.27532706,5,-1
40,56,69.53509346,4,-1
25,54,80.176218,4,-1
3,33,47.64456318,0,1
35,46,58.28458625,3,-1
18,36,39.47310412,2,1
19,24,36.49040599,0,1
18,28,40.58591958,1,1
37,65,52.23433935,3,-1
32,62,62.10550531,5,-1
0,19,45.17640554,0,1
9,38,39.56207692,0,1
48,38,73.13966802,4,-1
22,16,17.11499844,2,1
25,30,40.43956197,0,0
25,48,85.07654901,4,-1
43,54,64.67383998,5,-1
44,71,73.59833454,5,-1
38,46,77.94925489,4,-1
24,32,22.52025757,2,1
9,41,50.94731684,2,1
25,34,40.83026676,0,1
14,30,44.27568528,1,1
17,15,48.02628116,0,1
14,28,69.90620222,2,1
34,83,58.92030173,5,-1
38,38,66.31258237,2,1
52,71,77.33924617,3,-1
23,41,57.8494023,0,1
39,67,73.70010541,4,-1
15,38,20.74100811,2,1
38,80,68.99036326,4,-1
24,25,40.18741583,2,1
21,19,40.99757171,1,1
33,39,68.66467938,3,-1
48,67,61.19313513,5,-1
45,99,68.40060364,3,-1
31,65,71.319412,4,-1
21,26,46.94391878,2,1
16,26,49.27118591,1,1
13,48,32.06339069,1,1
21,29,31.73563153,2,1
13,20,49.38186787,2,1
53,52,69.07756505,4,-1
32,30,69.97828439,4,-1
41,74,70.39681065,5,-1
27,38,39.7771211,0,1
35,23,64.01361734,0,1
29,97,79.49023073,3,-1
22,25,50.54927123,2,1
27,60,70.10354559,3,-1
37,66,62.29267583,4,-1
19,9,48.71990081,0,1
13,13,66.9801331,2,1
32,51,69.06926688,5,-1
47,53,70.84101288,4,-1
43,52,89.70263097,5,-1
28,35,30.06088894,2,1
47,55,80.67075403,5,-1
34,68,85.46808716,3,-1
29,35,38.65816792,2,1
30,27,34.7424215,0,1
0,44,47.89350879,0,1
21,36,59.83059347,0,1
14,17,34.34723955,0,1
14,26,34.03116291,1,1
18,21,27.11814778,2,1
13,20,39.46224868,1,1
67,38,88.1086511,3,-1
42,56,79.94623764,3,-1
35,54,67.26929411,5,-1
31,34,12.26613422,0,1
25,34,42.09781166,1,1
16,38,30.43312846,2,1
36,49,75.01074036,3,-1
10,28,34.48933604,1,1
9,27,27.26514262,0,1
21,50,47.31815748,2,1
36,26,43.96416433,0,1
10,39,40.26395031,2,1
46,59,88.00431727,5,-1
30,28,80.10074694,3,-1
25,60,75.0225773,3,-1
22,32,61.38183685,0,1
13,28,2.180559866,0,1
10,32,46.79629386,2,1
46,66,80.93097911,3,-1
28,68,75.41463884,4,-1
24,43,62.44413449,1,1
25,29,30.48170535,1,1
48,54,67.96337609,3,-1
20,26,52.23150037,2,1
22,29,41.62179681,1,1
25,33,38.98898664,1,1
22,39,63.07835584,1,1
17,26,30.33677773,0,1
32,49,35.30849012,1,1
16,32,73.2097669,2,1
19,25,27.29916984,0,1
44,27,70.20106065,5,-1
15,34,60.04598281,1,1
50,50,71.05335126,4,-1
6,26,33.70812139,2,1
19,23,72.26650794,0,1
28,21,54.88749943,2,1
31,54,69.55209895,5,-1
32,61,67.5201685,5,-1
24,31,41.59197837,1,1
7,38,45.83628128,2,1
10,30,58.75317619,1,1
16,26,31.20760175,0,1
58,53,84.42770799,4,-1
17,16,63.63838659,1,1
47,55,94.96356335,4,-1
16,87,85.5381507,5,-1
18,24,75.15290051,2,1
40,50,69.20675425,5,-1
20,27,37.23885839,0,1
23,33,27.34965913,1,1
46,29,80.79033154,5,-1
22,33,52.83298884,0,1
34,38,53.77361222,1,1
26,25,53.17069582,1,1
20,1,80.39078158,2,1
29,62,82.57194129,3,-1
27,62,81.67581115,3,-1
60,64,75.18837461,3,-1
30,9,63.17430016,1,1
34,81,85.08721277,5,-1
52,91,82.07724757,4,-1
8,44,49.44083293,2,1
23,69,78.75527765,5,-1
15,60,71.89788941,4,-1
26,39,74.06404731,4,-1
47,67,88.85444034,4,-1
40,50,73.6161542,3,-1
39,58,68.67740645,3,-1
22,68,77.9434741,5,-1
50,55,72.94143066,3,-1
16,29,41.620532,2,1
44,75,67.05490852,5,-1
30,18,48.23640087,0,1
24,22,56.78454077,2,1
55,57,96.13017127,3,-1
41,64,71.43617839,5,-1
46,48,70.73884921,5,-1
45,71,74.04686414,3,-1
12,30,42.54369042,0,1
32,18,53.34785685,1,1
32,15,73.86146227,2,1
31,64,79.58864617,3,-1
29,54,74.90257553,4,-1
36,40,76.82010787,5,-1
31,29,42.41846505,2,1
9,26,70.16507966,1,1
21,32,42.51631419,2,1
37,44,61.14683671,5,-1
32,32,71.50561047,4,-1
36,40,87.48105609,4,-1
8,34,39.95941971,0,1
28,76,60.97773037,5,-1
24,36,51.05476373,1,1
46,56,64.82502512,5,-1
48,73,67.45809136,5,-1
27,17,35.55067973,1,1
33,43,74.73671972,4,-1
21,36,59.70572307,2,1
44,74,67.63387493,4,-1
33,45,79.6262623,3,-1
15,25,54.76431496,2,1
1,21,42.28474792,0,1
33,50,67.56384334,3,-1
48,61,82.3202513,4,-1
28,43,36.13622515,0,1
27,33,74.52348238,0,1
13,19,31.1133995,2,1
52,87,78.00901942,4,-1
31,48,53.41877757,3,-1
42,47,76.84372493,5,-1
33,42,100,4,-1
17,20,56.34418027,0,1
25,52,69.19676977,5,-1
34,19,38.96824029,2,1
51,67,81.00974869,5,-1
20,32,66.24615539,0,1
32,64,63.94485694,4,-1
30,27,63.39734269,2,1
37,33,62.17452706,4,-1
33,49,100,5,-1
46,30,72.48468989,3,-1
9,33,50.0846788,0,1
16,92,61.71759458,5,-1
35,68,78.69310027,3,-1
36,84,59.58665476,4,-1
31,53,72.08349949,4,-1
23,54,83.7326727,4,-1
9,12,48.16053547,2,1
8,31,41.35286865,1,1
43,51,78.49012767,5,-1
28,60,77.2215511,5,-1
34,46,70.27424065,3,-1
34,62,75.17611986,3,-1
34,61,62.16496983,5,-1
19,49,34.5049684,2,1
47,42,65.52746315,5,-1
20,19,41.61413648,2,1
35,32,85.39682927,5,-1
31,11,51.41440258,1,1
44,61,75.1941428,5,-1
48,84,88.40235442,5,-1
38,55,69.32344807,5,-1
38,65,70.45197902,4,-1
62,49,85.3144289,5,-1
39,76,81.7516044,5,-1
21,30,46.6150019,0,1
50,72,77.13277404,5,-1
12,23,69.00267169,2,1
27,43,63.82123819,1,1
16,36,53.96658546,0,1
24,7,22.22320116,2,1
19,37,63.80603238,1,1
69,80,84.30438418,4,-1
17,39,58.4377902,0,1
58,65,58.63499655,4,-1
15,19,37.54593999,1,1
10,33,51.41710494,2,1
16,24,51.18033415,0,1
7,22,37.83108853,2,1
4,32,78.54017891,2,0
42,68,68.32974352,5,-1
39,66,94.74310649,4,-1
52,63,79.45592938,3,-1
15,27,52.29810708,1,1
16,39,55.92986904,0,1
24,12,68.9215396,2,1
14,24,47.07051327,0,1
39,72,72.42568916,3,-1
24,36,23.7387606,2,1
24,16,68.47904046,0,1
2,23,28.34655571,0,1
46,54,84.07662942,3,-1
4,25,44.68994974,2,1
48,42,78.85195426,5,-1
14,33,66.24092075,1,1
28,44,33.23122123,2,1
16,20,45.70455101,0,1
17,28,55.57447909,0,1
41,65,69.27097577,4,-1
25,28,39.41122486,1,1
52,71,57.95978986,3,-1
30,12,38.75833978,1,1
21,59,71.77451531,3,-1
57,61,85.6235014,4,-1
15,37,58.29621255,0,1
39,54,66.06896021,3,-1
39,49,79.19370116,3,-1
23,3,66.06584364,1,1
31,69,64.03078194,3,-1
52,63,75.88176962,5,-1
30,59,77.88065941,5,-1
40,43,70.8114496,5,-1
32,96,78.79132885,3,-1
12,26,63.70294447,2,1
27,26,30.11320214,0,1
37,68,79.54091339,3,-1
27,27,40.48372679,1,1
7,34,45.17179837,2,1
28,29,36.99597507,0,1
14,27,47.27251171,0,1
27,54,64.18418774,3,-1
24,26,56.30785936,2,1
49,83,69.336568,3,-1
31,58,80.85454137,5,-1
42,51,68.06535307,4,-1
10,27,51.0125865,2,1
57,65,75.51862929,5,-1
33,59,82.86570213,3,-1
23,28,29.74887161,0,1
18,28,29.02050674,2,1
25,29,30.34958405,1,1
28,23,38.290253,1,1
46,70,63.27893537,4,-1
51,75,93.14404129,5,-1
22,71,70.72118225,3,-1
20,27,63.94480742,0,1
54,52,72.32045178,4,-1
24,28,49.49675023,0,1
28,72,71.37205124,4,-1
14,25,53.37916699,2,1
29,37,88.00536447,0,0
21,14,32.29257393,0,1
31,73,74.6044318,4,-1
16,41,50.97902595,1,1
38,25,87.61710046,3,-1
32,65,78.65262453,5,-1
17,40,28.31707348,1,1
15,30,45.075667,0,1
30,59,66.91961899,5,-1
26,42,34.93322774,2,1
21,12,53.9619733,0,1
33,87,66.10181955,5,-1
46,60,94.75089155,4,-1
44,34,71.02469843,4,-1
25,31,39.99601984,1,1
15,24,23.97489903,0,1
15,41,77.65307568,3,-1
19,28,32.45000903,0,1
14,25,46.21788213,2,1
41,60,91.44331498,3,-1
17,35,61.85439926,0,1
14,42,41.35477735,0,1
24,18,35.12667672,1,1
17,27,50.06495282,0,1
32,51,76.5718989,4,-1
41,52,84.6123625,4,-1
23,17,28.81397822,1,1
16,25,37.14677338,2,1
42,63,79.52352977,5,-1
45,43,57.33698443,4,-1
38,38,70.33159325,5,-1
29,30,54.60919799,2,0
34,63,88.83687112,3,-1
33,76,69.34589606,5,-1
11,39,27.48316831,2,1
35,34,53.54666336,0,1
30,48,78.55257288,4,-1
40,76,60.53914606,4,-1
27,21,68.8601153,1,1
22,19,71.49489733,1,1
31,72,72.32595127,5,-1
16,31,28.61086372,2,1
19,76,76.55646607,3,-1
10,1,39.54235975,1,1
27,33,83.62329231,5,-1
29,42,45.42508933,2,1
41,76,73.84670446,5,-1
42,41,67.78594026,3,-1
47,18,74.03164725,3,-1
52,53,67.8370957,5,-1
38,49,97.42523173,3,-1
11,25,34.0445827,1,1
30,62,67.53023501,4,-1
19,31,22.35812385,2,1
15,39,51.34493514,2,1
15,35,51.01764975,1,1
6,35,14.08723216,2,1
41,76,63.74885359,5,-1
23,65,75.26783906,4,-1
23,29,48.54675057,0,1
40,49,70.82511013,5,-1
32,43,72.77491,5,-1
42,76,94.08650277,5,-1
9,38,34.58047842,2,1
21,21,43.89275692,2,1
13,52,45.26162884,0,1
23,65,73.44592404,5,-1
18,34,29.35892363,0,1
39,61,73.52312114,3,-1
13,33,42.18761268,0,1
23,51,75.09962814,4,-1
51,72,69.35864674,4,-1
37,65,90.17354621,5,-1
13,18,29.42086928,1,1
21,55,62.63274225,4,-1
16,24,35.48209519,2,1
7,32,50.50984312,0,1
36,74,58.79282878,3,-1
7,30,56.65442682,1,1
21,25,66.37593475,1,1
30,18,46.23287821,0,1
9,28,54.86099777,0,1
42,69,82.90698221,5,-1
41,48,73.62121013,5,-1
63,75,76.47254525,5,-1
41,75,61.66137265,3,-1
42,27,63.00367416,3,-1
41,80,76.8838698,5,-1
8,37,39.93161436,1,1
28,40,43.68859962,2,1
38,54,77.26529044,5,-1
22,14,43.85795031,2,1
16,33,25.33740225,1,1
45,62,80.94944507,3,-1
24,45,59.97152326,0,1
21,21,24.6614029,2,1
41,57,65.3974457,5,-1
10,21,51.28385491,1,1
49,67,63.6939678,5,-1
31,84,69.20368882,5,-1
7,22,36.93988064,2,1
22,26,27.88107782,0,1
44,44,79.29208641,5,-1
49,75,71.26257884,4,-1
11,21,54.33552031,1,1
39,81,68.96472357,5,-1
28,71,68.80252747,3,-1
39,49,89.07513583,4,-1
22,31,38.91352889,1,1
15,34,52.65807299,2,1
34,65,68.64621419,4,-1
27,22,38.26635023,2,1
31,58,74.13086274,4,-1
29,12,37.6661278,0,1
26,82,83.82655314,4,-1
14,16,56.15603579,1,1
22,27,39.95639965,1,1
49,54,74.09387725,5,-1
20,36,55.68264281,1,1
17,15,37.89078561,1,1
35,56,87.27519708,5,-1
18,42,70.03508586,0,1
33,73,69.38303069,5,-1
33,32,41.68339699,0,1
51,51,77.79989072,4,-1
23,30,24.95573041,2,1
30,30,35.06051813,0,1
24,36,67.57074362,1,1
10,41,39.07662585,2,1
26,56,74.40817803,5,-1
21,13,43.32117967,1,1
31,61,85.26689558,4,-1
21,34,70.64415642,0,1
23,34,47.9344159,2,1
12,19,65.77713934,0,1
14,50,68.7037556,5,-1
11,21,56.43275022,2,1
57,65,87.37538933,4,-1
30,75,73.28860583,4,-1
42,77,79.20218194,3,-1
32,59,90.67590635,4,-1
20,26,44.49806491,2,1
11,28,20.76128091,2,1
44,33,86.9832583,3,-1
44,47,63.4291276,4,-1
49,42,88.77844015,3,-1
44,65,68.59901397,5,-1
57,84,91.90423008,3,-1
50,52,56.92885583,5,-1
5,19,54.03238302,1,1
31,15,38.57848042,2,1
45,68,77.0833097,3,-1
9,32,50.31438288,1,1
21,16,47.04615137,1,1
54,42,76.8146313,4,-1
36,70,77.34354978,5,-1
12,41,29.23363436,2,1
37,87,77.53127606,4,-1
29,68,62.05258342,5,-1
23,30,41.38747419,2,1
23,68,66.46007594,4,-1
11,37,42.37537006,2,1
30,90,71.84715376,5,-1
19,16,29.01433001,1,1
27,31,27.18775672,1,1
37,73,71.24588946,4,-1
16,33,34.31870009,2,1
63,30,83.2955474,3,-1
32,42,70.25239732,3,-1
32,56,33.66004082,0,1
29,41,58.61628407,0,1
33,54,77.4596804,4,-1
38,53,68.80311428,5,-1
23,29,27.57549115,1,1
42,40,84.41011539,4,-1
24,69,68.99623659,4,-1
18,24,65.71396096,1,1
12,28,44.09806085,2,1
14,20,45.49921391,2,1
53,74,74.92998111,4,-1
24,32,41.52124966,2,1
47,69,81.47297359,4,-1
33,71,68.79628296,3,-1
12,31,52.29255661,2,1
27,13,42.88509386,0,1
54,73,80.77239432,4,-1
39,70,83.28157956,5,-1
31,37,63.81595027,3,-1
44,44,64.93618107,3,-1
19,22,29.80888642,2,1
30,30,23.44892128,1,1
24,40,57.21631096,0,1
8,18,31.43888423,1,1
19,22,77.11956821,0,1
45,62,77.35881719,5,-1
57,50,86.81607213,3,-1
47,45,67.59257749,4,-1
23,30,54.00106022,0,1
51,58,78.67252399,5,-1
17,10,32.23945072,0,1
25,77,85.22967558,4,-1
37,89,70.34569105,4,-1
31,81,74.84103983,3,-1
18,33,43.80650049,1,1
31,57,70.28852398,3,-1
39,65,70.38622323,3,-1
7,22,27.82155424,0,1
47,48,87.07744831,3,-1
20,22,13.76839903,2,1
17,29,43.22172833,0,1
27,75,72.54725611,3,-1
22,30,63.39274489,2,1
51,73,77.70669799,4,-1
33,40,69.30153376,5,-1
28,19,30.34044104,1,1
8,33,67.99166393,2,1
44,66,94.86227543,5,-1
21,73,61.12498297,5,-1
16,22,50.72558188,0,1
31,37,41.5979744,2,1
20,44,45.53842177,0,1
29,44,34.67456517,0,1
53,57,75.70340785,5,-1
47,83,45.0635208,4,-1
28,14,50.22872508,1,1
21,40,73.21750579,4,-1
9,35,38.83995203,2,1
39,53,61.19075764,3,-1
20,29,20.81650873,1,1
13,21,31.45423345,0,1
34,64,68.98819812,3,-1
32,75,88.52186891,5,-1
22,25,19.60533353,1,1
0,26,38.16974332,2,1
39,63,75.66574374,4,-1
1,34,48.89324965,1,1
42,61,79.69933224,5,-1
36,53,60.48890187,3,-1
21,23,25.99883099,1,1
23,29,43.1128045,2,1
18,23,54.38035508,2,1
38,73,67.40183564,4,-1
9,33,46.19257008,0,1
33,53,51.37936929,4,-1
25,51,87.46915082,5,-1
26,18,32.66264404,2,1
52,68,82.20797808,3,-1
27,9,48.81517218,0,1
1,32,37.12540725,1,1
17,82,78.60834137,3,-1
20,27,40.94508249,1,1
13,27,35.01684673,1,1
14,37,54.49942185,0,1
54,68,70.96413947,5,-1
45,42,60.92357816,3,-1
39,83,63.12203204,3,-1
47,83,80.70857898,5,-1
26,54,89.50875353,4,-1
26,83,76.28381169,5,-1
50,60,76.31698506,3,-1
59,37,81.3805757,4,-1
39,62,75.491218,3,-1
42,41,76.34025262,4,-1
24,54,68.46051529,4,-1
30,47,71.39834867,5,-1
51,72,74.24621187,4,-1
44,49,100,3,-1
23,16,47.67310437,1,1
29,13,50.85030712,2,1
20,38,32.40698124,2,1
31,32,78.96602305,3,-1
21,39,79.86284376,4,-1
29,14,45.00898471,2,1
37,58,77.64064069,5,-1
6,0,29.77592246,2,1
48,32,74.63726285,3,-1
22,33,48.42710323,0,1
16,23,40.74997586,2,1
7,22,49.01712876,2,1
55,55,66.85667726,5,-1
27,19,35.25241806,0,1
36,25,37.8693204,1,1
21,17,28.10024528,0,1
